variable,Estimate,Std. Error,z value,Pr(>|z|),name,model,AIC,residual_deviance,residual_df,null_deviance,null_df,df,AIC_weight,delta_AIC
`Length Mm`,0.01723438031197313,0.08611694919193778,0.20012762265371334,0.8413807705832381,RS.glm.15,n ~ I(`Length Mm`^2) + `Length Mm` + Distance + origin,1389.6615008792944,425.6886711070196,633,443.10904226861305,637,6,0.0096269872429819,5.161842031643118
Distance,-0.0022134010033909015,9.559342952076963e-4,-2.3154321531167525,0.02058929358920473,RS.glm.15,n ~ I(`Length Mm`^2) + `Length Mm` + Distance + origin,1389.6615008792944,425.6886711070196,633,443.10904226861305,637,6,0.0096269872429819,5.161842031643118
originHatchery,-0.5190800001422673,0.1980057723755343,-2.621539735507252,0.00875335575454163,RS.glm.15,n ~ I(`Length Mm`^2) + `Length Mm` + Distance + origin,1389.6615008792944,425.6886711070196,633,443.10904226861305,637,6,0.0096269872429819,5.161842031643118
(Intercept),-7.048325246771349,20.863510634474604,-0.3378302611797645,0.7354911040886676,RS.glm.84,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + Julian * origin,1389.7807187075832,426.59506353889185,629,452.49211539972214,637,10,0.009069901567401102,5.281059859931929
I(`Length Mm`^2),-3.70776453431401e-5,1.0717596411274843e-4,-0.3459511248635436,0.7293794459882734,RS.glm.84,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + Julian * origin,1389.7807187075832,426.59506353889185,629,452.49211539972214,637,10,0.009069901567401102,5.281059859931929
`Length Mm`,0.038839703713736344,0.09401137489620039,0.4131383437017057,0.679505257972224,RS.glm.84,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + Julian * origin,1389.7807187075832,426.59506353889185,629,452.49211539972214,637,10,0.009069901567401102,5.281059859931929
SEXM,-2.2009124561604296,3.5732986465805463,-0.6159329722598429,0.5379387588433784,RS.glm.84,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + Julian * origin,1389.7807187075832,426.59506353889185,629,452.49211539972214,637,10,0.009069901567401102,5.281059859931929
Distance,-0.001890689226176272,9.650446218790149e-4,-1.9591728540955515,0.05009254707106559,RS.glm.84,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + Julian * origin,1389.7807187075832,426.59506353889185,629,452.49211539972214,637,10,0.009069901567401102,5.281059859931929
Julian,-0.009695885585481182,0.02433225420285592,-0.39847872312394134,0.6902773390258813,RS.glm.84,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + Julian * origin,1389.7807187075832,426.59506353889185,629,452.49211539972214,637,10,0.009069901567401102,5.281059859931929
originHatchery,-8.536982539325482,7.451615094513036,-1.145655328549062,0.2519377943141186,RS.glm.84,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + Julian * origin,1389.7807187075832,426.59506353889185,629,452.49211539972214,637,10,0.009069901567401102,5.281059859931929
`Length Mm`:SEXM,0.006046058016115757,0.008151313921724284,0.7417280298826728,0.4582521334691137,RS.glm.84,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + Julian * origin,1389.7807187075832,426.59506353889185,629,452.49211539972214,637,10,0.009069901567401102,5.281059859931929
Julian:originHatchery,0.03288768830453277,0.03081523432653544,1.0672542014782835,0.28585706300635466,RS.glm.84,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + Julian * origin,1389.7807187075832,426.59506353889185,629,452.49211539972214,637,10,0.009069901567401102,5.281059859931929
(Intercept),-3.3465474290740107,1.6634009030829227,-2.011870633754959,0.04423357572981549,RS.glm.62,n ~ `Length Mm` + SEX + Distance,1389.8445078996615,424.88933797748314,634,439.9725820970648,637,5,0.00878518531136716,5.344849052010204
`Length Mm`,0.008550805647712099,0.00377149276721249,2.2672204815155985,0.02337676025535201,RS.glm.62,n ~ `Length Mm` + SEX + Distance,1389.8445078996615,424.88933797748314,634,439.9725820970648,637,5,0.00878518531136716,5.344849052010204
SEXM,0.39604052541138146,0.18698377573071168,2.1180475357484863,0.034171042067219985,RS.glm.62,n ~ `Length Mm` + SEX + Distance,1389.8445078996615,424.88933797748314,634,439.9725820970648,637,5,0.00878518531136716,5.344849052010204
Distance,-0.0025513037150934293,9.565787855846669e-4,-2.6671130005606978,0.007650594357450687,RS.glm.62,n ~ `Length Mm` + SEX + Distance,1389.8445078996615,424.88933797748314,634,439.9725820970648,637,5,0.00878518531136716,5.344849052010204
(Intercept),-13.298265055079671,127.94251167287618,-0.10393937778148922,0.9172174573787211,RS.glm.54,n ~ `Length Mm` * SEX + Distance + I(Julian^2) + Julian * origin,1389.8795185116714,426.6119615943758,629,452.40367074551824,637,10,0.00863273618148423,5.3798596640201595
`Length Mm`,0.006349304141319811,0.006197725776147376,1.0244570945290612,0.3056194264011644,RS.glm.54,n ~ `Length Mm` * SEX + Distance + I(Julian^2) + Julian * origin,1389.8795185116714,426.6119615943758,629,452.40367074551824,637,10,0.00863273618148423,5.3798596640201595
SEXM,-2.6206654764829067,3.3955537595256216,-0.7717932514339071,0.4402368893841474,RS.glm.54,n ~ `Length Mm` * SEX + Distance + I(Julian^2) + Julian * origin,1389.8795185116714,426.6119615943758,629,452.40367074551824,637,10,0.00863273618148423,5.3798596640201595
Distance,-0.0019087757602877134,9.651517038391547e-4,-1.9776950635791617,0.04796311749523827,RS.glm.54,n ~ `Length Mm` * SEX + Distance + I(Julian^2) + Julian * origin,1389.8795185116714,426.6119615943758,629,452.40367074551824,637,10,0.00863273618148423,5.3798596640201595
I(Julian^2),-2.2811222790847732e-4,0.0022058144633719675,-0.10341405938547002,0.9176343541967346,RS.glm.54,n ~ `Length Mm` * SEX + Distance + I(Julian^2) + Julian * origin,1389.8795185116714,426.6119615943758,629,452.40367074551824,637,10,0.00863273618148423,5.3798596640201595
Julian,0.10073728532431626,1.0623254578605832,0.09482714038237494,0.9244521290974388,RS.glm.54,n ~ `Length Mm` * SEX + Distance + I(Julian^2) + Julian * origin,1389.8795185116714,426.6119615943758,629,452.40367074551824,637,10,0.00863273618148423,5.3798596640201595
originHatchery,-8.706474507709057,7.905668394613947,-1.1012951812702758,0.27076820773118676,RS.glm.54,n ~ `Length Mm` * SEX + Distance + I(Julian^2) + Julian * origin,1389.8795185116714,426.6119615943758,629,452.40367074551824,637,10,0.00863273618148423,5.3798596640201595
`Length Mm`:SEXM,0.006975010696443912,0.0077662607912114354,0.8981169811264993,0.3691231868025024,RS.glm.54,n ~ `Length Mm` * SEX + Distance + I(Julian^2) + Julian * origin,1389.8795185116714,426.6119615943758,629,452.40367074551824,637,10,0.00863273618148423,5.3798596640201595
Julian:originHatchery,0.033606278180447306,0.0326717056143311,1.0286049518549243,0.30366535008546425,RS.glm.54,n ~ `Length Mm` * SEX + Distance + I(Julian^2) + Julian * origin,1389.8795185116714,426.6119615943758,629,452.40367074551824,637,10,0.00863273618148423,5.3798596640201595
(Intercept),-1.174993293668626,6.204541749681719,-0.18937632158392695,0.8497978813113972,RS.glm.125,n ~ `Length Mm` * SEX + Intertidal + Julian * origin,1389.8884875532056,426.2507975507836,630,449.8523039149673,637,9,0.008594109173347363,5.3888287055542605
`Length Mm`,0.005072622088808094,0.006194998377953125,0.8188254103278922,0.41288603111469685,RS.glm.125,n ~ `Length Mm` * SEX + Intertidal + Julian * origin,1389.8884875532056,426.2507975507836,630,449.8523039149673,637,9,0.008594109173347363,5.3888287055542605
SEXM,-3.061837766930851,3.4077744229062437,-0.8984860460099444,0.3689264811805978,RS.glm.125,n ~ `Length Mm` * SEX + Intertidal + Julian * origin,1389.8884875532056,426.2507975507836,630,449.8523039149673,637,9,0.008594109173347363,5.3888287055542605
IntertidalUpstream,-0.2984345962052189,0.23200174461507647,-1.2863463449396204,0.19832221493687932,RS.glm.125,n ~ `Length Mm` * SEX + Intertidal + Julian * origin,1389.8884875532056,426.2507975507836,630,449.8523039149673,637,9,0.008594109173347363,5.3888287055542605
Julian,-0.004708744660912014,0.024171632742411228,-0.19480457572276916,0.8455459400096232,RS.glm.125,n ~ `Length Mm` * SEX + Intertidal + Julian * origin,1389.8884875532056,426.2507975507836,630,449.8523039149673,637,9,0.008594109173347363,5.3888287055542605
originHatchery,-6.9599175721690365,7.484935078807339,-0.929856772154935,0.3524452472351368,RS.glm.125,n ~ `Length Mm` * SEX + Intertidal + Julian * origin,1389.8884875532056,426.2507975507836,630,449.8523039149673,637,9,0.008594109173347363,5.3888287055542605
`Length Mm`:SEXM,0.008040862592131437,0.007793272921970734,1.0317696650225991,0.30218003318145825,RS.glm.125,n ~ `Length Mm` * SEX + Intertidal + Julian * origin,1389.8884875532056,426.2507975507836,630,449.8523039149673,637,9,0.008594109173347363,5.3888287055542605
Julian:originHatchery,0.026263338049357276,0.03095013875199361,0.8485693153044608,0.39612098726066935,RS.glm.125,n ~ `Length Mm` * SEX + Intertidal + Julian * origin,1389.8884875532056,426.2507975507836,630,449.8523039149673,637,9,0.008594109173347363,5.3888287055542605
(Intercept),-3.9670593340347375,1.6337907706766255,-2.428131805636166,0.015176826546732327,RS.glm.82,n ~ `Length Mm` + Intertidal + origin,1390.2463164245332,425.16278681150703,634,439.83813021590737,637,5,0.0071862002360453545,5.746657576881944
`Length Mm`,0.00932405615085923,0.003811090910079545,2.4465583138410674,0.014422746411748205,RS.glm.82,n ~ `Length Mm` + Intertidal + origin,1390.2463164245332,425.16278681150703,634,439.83813021590737,637,5,0.0071862002360453545,5.746657576881944
IntertidalUpstream,-0.3532034796455194,0.22838215885798122,-1.5465458484660264,0.12197279622539645,RS.glm.82,n ~ `Length Mm` + Intertidal + origin,1390.2463164245332,425.16278681150703,634,439.83813021590737,637,5,0.0071862002360453545,5.746657576881944
originHatchery,-0.5514596046516218,0.19804929008045508,-2.7844563564332807,0.005361753628116371,RS.glm.82,n ~ `Length Mm` + Intertidal + origin,1390.2463164245332,425.16278681150703,634,439.83813021590737,637,5,0.0071862002360453545,5.746657576881944
(Intercept),-31.813349973613548,129.05498850967967,-0.2465100368532241,0.8052874358389114,RS.glm.3,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + I(Julian^2) + Julian * origin,1390.2574090416244,426.3948471084261,629,451.7616954125152,637,10,0.007146453677493155,5.757750193973152
I(`Length Mm`^2),-6.246712828217514e-5,1.0272673096235825e-4,-0.6080902964299012,0.5431275876339149,RS.glm.3,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + I(Julian^2) + Julian * origin,1390.2574090416244,426.3948471084261,629,451.7616954125152,637,10,0.007146453677493155,5.757750193973152
`Length Mm`,0.06451741717905057,0.08864178825738384,0.7278442645100438,0.46670892465962854,RS.glm.3,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + I(Julian^2) + Julian * origin,1390.2574090416244,426.3948471084261,629,451.7616954125152,637,10,0.007146453677493155,5.757750193973152
SEXM,0.4547800247825147,0.18976911334682597,2.3964912770148707,0.016552887477433727,RS.glm.3,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + I(Julian^2) + Julian * origin,1390.2574090416244,426.3948471084261,629,451.7616954125152,637,10,0.007146453677493155,5.757750193973152
Distance,-0.0019009141457107738,9.660855701378032e-4,-1.9676457287728932,0.04910881429648315,RS.glm.3,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + I(Julian^2) + Julian * origin,1390.2574090416244,426.3948471084261,629,451.7616954125152,637,10,0.007146453677493155,5.757750193973152
I(Julian^2),-3.054345274699522e-4,0.00220871391083593,-0.13828614288681448,0.8900142766646706,RS.glm.3,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + I(Julian^2) + Julian * origin,1390.2574090416244,426.3948471084261,629,451.7616954125152,637,10,0.007146453677493155,5.757750193973152
Julian,0.14028844930149822,1.0639072114975263,0.13186154561734015,0.895093805123648,RS.glm.3,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + I(Julian^2) + Julian * origin,1390.2574090416244,426.3948471084261,629,451.7616954125152,637,10,0.007146453677493155,5.757750193973152
originHatchery,-8.63924451907628,7.8961438427704715,-1.0941093134956217,0.27390703818771933,RS.glm.3,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + I(Julian^2) + Julian * origin,1390.2574090416244,426.3948471084261,629,451.7616954125152,637,10,0.007146453677493155,5.757750193973152
Julian:originHatchery,0.03327975980174769,0.03262994564665581,1.0199146563751165,0.3077689379078957,RS.glm.3,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + I(Julian^2) + Julian * origin,1390.2574090416244,426.3948471084261,629,451.7616954125152,637,10,0.007146453677493155,5.757750193973152
(Intercept),-18.829776460566958,19.342738036696776,-0.9734804051444715,0.33031459430116994,RS.glm.105,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Intertidal + Julian * origin,1390.2751308646866,425.930570983116,630,449.0944085036275,637,9,0.007083409311468264,5.775472017035327
I(`Length Mm`^2),-8.016572158780748e-5,1.030620566638834e-4,-0.7778393346957183,0.4366637358017627,RS.glm.105,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Intertidal + Julian * origin,1390.2751308646866,425.930570983116,630,449.0944085036275,637,9,0.007083409311468264,5.775472017035327
`Length Mm`,0.07915961947140258,0.08892952347604156,0.8901388017976832,0.3733913603858791,RS.glm.105,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Intertidal + Julian * origin,1390.2751308646866,425.930570983116,630,449.0944085036275,637,9,0.007083409311468264,5.775472017035327
SEXM,0.48605346068353206,0.18938210833114527,2.5665225979723503,0.01027239315922129,RS.glm.105,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Intertidal + Julian * origin,1390.2751308646866,425.930570983116,630,449.0944085036275,637,9,0.007083409311468264,5.775472017035327
IntertidalUpstream,-0.2932244330549797,0.23195774428546323,-1.26412866256415,0.20618385038157136,RS.glm.105,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Intertidal + Julian * origin,1390.2751308646866,425.930570983116,630,449.0944085036275,637,9,0.007083409311468264,5.775472017035327
Julian,-0.0021748625556722665,0.02430993704406167,-0.08946393204270073,0.9287132166680141,RS.glm.105,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Intertidal + Julian * origin,1390.2751308646866,425.930570983116,630,449.0944085036275,637,9,0.007083409311468264,5.775472017035327
originHatchery,-6.799634024478202,7.478856404650414,-0.9091809839068623,0.36325460023492384,RS.glm.105,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Intertidal + Julian * origin,1390.2751308646866,425.930570983116,630,449.0944085036275,637,9,0.007083409311468264,5.775472017035327
Julian:originHatchery,0.02553398830419861,0.030922774293700918,0.8257340710015135,0.4089549604915898,RS.glm.105,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Intertidal + Julian * origin,1390.2751308646866,425.930570983116,630,449.0944085036275,637,9,0.007083409311468264,5.775472017035327
(Intercept),-14.616934420777186,20.646449039348585,-0.7079636015336013,0.47896786123772433,RS.glm.104,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Intertidal + Julian + origin,1390.369378074677,426.28358146901996,630,449.3716897940403,637,9,0.006757356261436104,5.869719227025598
I(`Length Mm`^2),-5.0066818032455405e-5,1.0736203603196095e-4,-0.4663363315646403,0.6409747768698326,RS.glm.104,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Intertidal + Julian + origin,1390.369378074677,426.28358146901996,630,449.3716897940403,637,9,0.006757356261436104,5.869719227025598
`Length Mm`,0.048795130268622866,0.09414749158728138,0.518283912252578,0.6042601958013462,RS.glm.104,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Intertidal + Julian + origin,1390.369378074677,426.28358146901996,630,449.3716897940403,637,9,0.006757356261436104,5.869719227025598
SEXM,-2.3197547420328077,3.5874340500981585,-0.6466334181026506,0.5178692243756262,RS.glm.104,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Intertidal + Julian + origin,1390.369378074677,426.28358146901996,630,449.3716897940403,637,9,0.006757356261436104,5.869719227025598
IntertidalUpstream,-0.33424061826934676,0.2307310330051726,-1.4486157926656258,0.14744490835261384,RS.glm.104,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Intertidal + Julian + origin,1390.369378074677,426.28358146901996,630,449.3716897940403,637,9,0.006757356261436104,5.869719227025598
Julian,0.011635110054425477,0.015602492436067969,0.7457212430706793,0.4558358239113238,RS.glm.104,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Intertidal + Julian + origin,1390.369378074677,426.28358146901996,630,449.3716897940403,637,9,0.006757356261436104,5.869719227025598
originHatchery,-0.6189433767749989,0.20185167119261285,-3.066327730248935,0.0021670564340043647,RS.glm.104,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Intertidal + Julian + origin,1390.369378074677,426.28358146901996,630,449.3716897940403,637,9,0.006757356261436104,5.869719227025598
`Length Mm`:SEXM,0.006385680367286066,0.008180132933210509,0.7806328356059903,0.4350184737110158,RS.glm.104,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Intertidal + Julian + origin,1390.369378074677,426.28358146901996,630,449.3716897940403,637,9,0.006757356261436104,5.869719227025598
(Intercept),-3.8899916324384622,1.6400106004322637,-2.37193078594319,0.01769540520119434,RS.glm.71,n ~ `Length Mm` + origin,1390.5123923526944,424.4334147283295,635,436.71311843294313,637,4,0.0062910286139106555,6.012733505043116
`Length Mm`,0.009066560085333176,0.0038222382113767186,2.372055215801823,0.017689446959469647,RS.glm.71,n ~ `Length Mm` + origin,1390.5123923526944,424.4334147283295,635,436.71311843294313,637,4,0.0062910286139106555,6.012733505043116
originHatchery,-0.6001408064651724,0.19768129875485552,-3.03590076676604,0.002398182780270083,RS.glm.71,n ~ `Length Mm` + origin,1390.5123923526944,424.4334147283295,635,436.71311843294313,637,4,0.0062910286139106555,6.012733505043116
(Intercept),4.860381870022988,123.28146011989072,0.0394250835875588,0.9685514816418346,RS.glm.74,n ~ `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian + origin,1390.5593213234858,426.26381218625505,630,449.1469552314114,637,9,0.006145131261994611,6.059662475834557
`Length Mm`,0.004908766848204117,0.006166436505736803,0.7960459567916346,0.4260053241763216,RS.glm.74,n ~ `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian + origin,1390.5593213234858,426.26381218625505,630,449.1469552314114,637,9,0.006145131261994611,6.059662475834557
SEXM,-2.917812615736073,3.403072686352737,-0.857405317093963,0.3912209217799266,RS.glm.74,n ~ `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian + origin,1390.5593213234858,426.26381218625505,630,449.1469552314114,637,9,0.006145131261994611,6.059662475834557
IntertidalUpstream,-0.327767074820932,0.23215744458936757,-1.4118309899588857,0.15799973126707006,RS.glm.74,n ~ `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian + origin,1390.5593213234858,426.26381218625505,630,449.1469552314114,637,9,0.006145131261994611,6.059662475834557
I(Julian^2),1.7028860977381046e-4,0.00210348747517593,0.08095537139319928,0.9354774444243804,RS.glm.74,n ~ `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian + origin,1390.5593213234858,426.26381218625505,630,449.1469552314114,637,9,0.006145131261994611,6.059662475834557
Julian,-0.07044106545162379,1.0187506548381815,-0.06914455967914215,0.944874552384,RS.glm.74,n ~ `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian + origin,1390.5593213234858,426.26381218625505,630,449.1469552314114,637,9,0.006145131261994611,6.059662475834557
originHatchery,-0.6128557338482794,0.2023286248435608,-3.029011511950598,0.002453553334488501,RS.glm.74,n ~ `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian + origin,1390.5593213234858,426.26381218625505,630,449.1469552314114,637,9,0.006145131261994611,6.059662475834557
`Length Mm`:SEXM,0.007707518908437967,0.007781299330316633,0.9905182388253321,0.3219208788650469,RS.glm.74,n ~ `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian + origin,1390.5593213234858,426.26381218625505,630,449.1469552314114,637,9,0.006145131261994611,6.059662475834557
(Intercept),14.065986922614924,123.84786836683676,0.11357471959833447,0.9095749284899817,RS.glm.7,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + I(Julian^2) + Julian + origin,1390.758000112508,425.49664220090983,631,445.98167834001015,637,8,0.005564019112360924,6.258341264856654
I(`Length Mm`^2),-6.86879453079192e-5,1.0284225047632389e-4,-0.6678961709782146,0.5041998717391043,RS.glm.7,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + I(Julian^2) + Julian + origin,1390.758000112508,425.49664220090983,631,445.98167834001015,637,8,0.005564019112360924,6.258341264856654
`Length Mm`,0.06860237913700307,0.08870771876098466,0.7733529854583038,0.4393135059375398,RS.glm.7,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + I(Julian^2) + Julian + origin,1390.758000112508,425.49664220090983,631,445.98167834001015,637,8,0.005564019112360924,6.258341264856654
SEXM,0.48118229120720574,0.1901278105108837,2.530835914610508,0.011379106718923246,RS.glm.7,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + I(Julian^2) + Julian + origin,1390.758000112508,425.49664220090983,631,445.98167834001015,637,8,0.005564019112360924,6.258341264856654
I(Julian^2),5.978036758632487e-4,0.002096649760397724,0.28512328914193485,0.7755496881161023,RS.glm.7,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + I(Julian^2) + Julian + origin,1390.758000112508,425.49664220090983,631,445.98167834001015,637,8,0.005564019112360924,6.258341264856654
Julian,-0.27287250208610353,1.015789565477077,-0.26863093632778745,0.7882137033165151,RS.glm.7,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + I(Julian^2) + Julian + origin,1390.758000112508,425.49664220090983,631,445.98167834001015,637,8,0.005564019112360924,6.258341264856654
originHatchery,-0.6771576131695101,0.201664073321239,-3.3578495267763326,7.855136166706825e-4,RS.glm.7,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + I(Julian^2) + Julian + origin,1390.758000112508,425.49664220090983,631,445.98167834001015,637,8,0.005564019112360924,6.258341264856654
(Intercept),-35.96500626501179,129.13426281174682,-0.27850862723738873,0.7806219433487545,RS.glm.75,n ~ `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian * origin,1390.7852038219642,426.01955248862663,630,448.6435789739251,637,9,0.005488850507820925,6.28554497431287
`Length Mm`,0.010106684645509734,0.0039431915938185685,2.563072172641367,0.010375047906270632,RS.glm.75,n ~ `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian * origin,1390.7852038219642,426.01955248862663,630,448.6435789739251,637,9,0.005488850507820925,6.28554497431287
SEXM,0.4557808853754077,0.18789329983113506,2.4257431520178243,0.01527707806324761,RS.glm.75,n ~ `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian * origin,1390.7852038219642,426.01955248862663,630,448.6435789739251,637,9,0.005488850507820925,6.28554497431287
IntertidalUpstream,-0.2907531734247132,0.23251671717956082,-1.250461373064111,0.21113105719350067,RS.glm.75,n ~ `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian * origin,1390.7852038219642,426.01955248862663,630,448.6435789739251,637,9,0.005488850507820925,6.28554497431287
I(Julian^2),-5.416795681386955e-4,0.0022261038902377916,-0.24333076749658503,0.8077491715089721,RS.glm.75,n ~ `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian * origin,1390.7852038219642,426.01955248862663,630,448.6435789739251,637,9,0.005488850507820925,6.28554497431287
Julian,0.26107274866416297,1.0721899495740168,0.2434948665279764,0.8076220613832884,RS.glm.75,n ~ `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian * origin,1390.7852038219642,426.01955248862663,630,448.6435789739251,637,9,0.005488850507820925,6.28554497431287
originHatchery,-7.150359134938819,7.916786016222082,-0.9031896429039769,0.3664252537710138,RS.glm.75,n ~ `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian * origin,1390.7852038219642,426.01955248862663,630,448.6435789739251,637,9,0.005488850507820925,6.28554497431287
Julian:originHatchery,0.027014460805288635,0.03271447195484591,0.8257648432343733,0.4089375008797772,RS.glm.75,n ~ `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian * origin,1390.7852038219642,426.01955248862663,630,448.6435789739251,637,9,0.005488850507820925,6.28554497431287
(Intercept),24.00925155110908,122.8742453331885,0.1953969400666923,0.8450822119176319,RS.glm.2,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + I(Julian^2) + Julian + origin,1390.8149511571019,426.658834735106,629,451.4453316934918,637,10,0.005407815309253724,6.3152923094505695
I(`Length Mm`^2),-3.302736257388834e-5,1.071105301321618e-4,-0.30834841852744505,0.7578172269623897,RS.glm.2,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + I(Julian^2) + Julian + origin,1390.8149511571019,426.658834735106,629,451.4453316934918,637,10,0.005407815309253724,6.3152923094505695
`Length Mm`,0.03507903538818815,0.09394868722787159,0.37338505117271414,0.7088618837838119,RS.glm.2,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + I(Julian^2) + Julian + origin,1390.8149511571019,426.658834735106,629,451.4453316934918,637,10,0.005407815309253724,6.3152923094505695
SEXM,-2.0716043121257104,3.571242720890048,-0.5800793936541541,0.561861079134182,RS.glm.2,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + I(Julian^2) + Julian + origin,1390.8149511571019,426.658834735106,629,451.4453316934918,637,10,0.005407815309253724,6.3152923094505695
Distance,-0.0018927013362203848,9.63925432644987e-4,-1.9635350122746114,0.049584040321955444,RS.glm.2,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + I(Julian^2) + Julian + origin,1390.8149511571019,426.658834735106,629,451.4453316934918,637,10,0.005407815309253724,6.3152923094505695
I(Julian^2),6.012153867960834e-4,0.002078932369447459,0.28919429781925765,0.7724326951990246,RS.glm.2,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + I(Julian^2) + Julian + origin,1390.8149511571019,426.658834735106,629,451.4453316934918,637,10,0.005407815309253724,6.3152923094505695
Julian,-0.27986895889874747,1.0072132336333857,-0.2778646562150082,0.7811162561196894,RS.glm.2,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + I(Julian^2) + Julian + origin,1390.8149511571019,426.658834735106,629,451.4453316934918,637,10,0.005407815309253724,6.3152923094505695
originHatchery,-0.5911713837846927,0.20238709347717984,-2.9209934963137867,0.0034891711116035776,RS.glm.2,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + I(Julian^2) + Julian + origin,1390.8149511571019,426.658834735106,629,451.4453316934918,637,10,0.005407815309253724,6.3152923094505695
`Length Mm`:SEXM,0.005739610943532692,0.008145267810691956,0.7046558906262779,0.4810244076387973,RS.glm.2,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + I(Julian^2) + Julian + origin,1390.8149511571019,426.658834735106,629,451.4453316934918,637,10,0.005407815309253724,6.3152923094505695
(Intercept),43.506517401495465,121.74571799283378,0.35735562711171787,0.7208255909645744,RS.glm.61,n ~ `Length Mm` + Distance + I(Julian^2) + Julian + origin,1390.8428998819154,425.6467813375755,632,443.92986389764053,637,7,0.0053327701139206105,6.343241034264111
`Length Mm`,0.009169106727174218,0.003930528428720884,2.3327923696402646,0.019659045348478534,RS.glm.61,n ~ `Length Mm` + Distance + I(Julian^2) + Julian + origin,1390.8428998819154,425.6467813375755,632,443.92986389764053,637,7,0.0053327701139206105,6.343241034264111
Distance,-0.002112710670775156,9.687175186472541e-4,-2.1809357527934545,0.029188168819076172,RS.glm.61,n ~ `Length Mm` + Distance + I(Julian^2) + Julian + origin,1390.8428998819154,425.6467813375755,632,443.92986389764053,637,7,0.0053327701139206105,6.343241034264111
