variable,Estimate,Std. Error,z value,Pr(>|z|),name,model,AIC,residual_deviance,residual_df,null_deviance,null_df,df,AIC_weight,delta_AIC
IntertidalUpstream,-1.0880737960855156,0.11518888726062594,-9.44599624114472,3.520393099835871e-21,RS.glm.83,n ~ `Length Mm` + Intertidal,2383.142089654273,709.4325682029389,723,804.216600972916,725,4,8.104529448776458e-33,144.17456064677936
(Intercept),6.672694212741772,9.997840350155187,0.6674135592331396,0.5045080072394763,RS.glm.49,n ~ I(`Length Mm`^2) + `Length Mm` + Intertidal,2384.3937993212767,708.8008737046238,722,804.3551277104614,725,5,4.334335291123475e-33,145.42627031378288
I(`Length Mm`^2),4.998911792526467e-5,5.473997872753056e-5,0.9132104010139755,0.3611318947130246,RS.glm.49,n ~ I(`Length Mm`^2) + `Length Mm` + Intertidal,2384.3937993212767,708.8008737046238,722,804.3551277104614,725,5,4.334335291123475e-33,145.42627031378288
`Length Mm`,-0.03474362484857753,0.04682943654439235,-0.7419184900002378,0.45813672236315944,RS.glm.49,n ~ I(`Length Mm`^2) + `Length Mm` + Intertidal,2384.3937993212767,708.8008737046238,722,804.3551277104614,725,5,4.334335291123475e-33,145.42627031378288
IntertidalUpstream,-1.0890829757717575,0.1154709069976558,-9.431665551859458,4.0362803713791e-21,RS.glm.49,n ~ I(`Length Mm`^2) + `Length Mm` + Intertidal,2384.3937993212767,708.8008737046238,722,804.3551277104614,725,5,4.334335291123475e-33,145.42627031378288
(Intercept),3.0807240783464627,10.406136467469771,0.296048786980355,0.7671928237605459,RS.glm.43,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Intertidal,2384.47956164101,708.9292987802326,721,806.7866632607279,725,6,4.1524025864924295e-33,145.51203263351636
I(`Length Mm`^2),3.0340573590827166e-5,5.684609344978718e-5,0.5337319022216953,0.5935270339009009,RS.glm.43,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Intertidal,2384.47956164101,708.9292987802326,721,806.7866632607279,725,6,4.1524025864924295e-33,145.51203263351636
`Length Mm`,-0.01808697436288921,0.048653610556696134,-0.37174988980134227,0.710079076054501,RS.glm.43,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Intertidal,2384.47956164101,708.9292987802326,721,806.7866632607279,725,6,4.1524025864924295e-33,145.51203263351636
SEXM,0.15859175656923863,0.11618240025590973,1.3650239297855418,0.17224552898437365,RS.glm.43,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Intertidal,2384.47956164101,708.9292987802326,721,806.7866632607279,725,6,4.1524025864924295e-33,145.51203263351636
IntertidalUpstream,-1.0844097651812867,0.11543910431576193,-9.39378186974743,5.7883705315871346e-21,RS.glm.43,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Intertidal,2384.47956164101,708.9292987802326,721,806.7866632607279,725,6,4.1524025864924295e-33,145.51203263351636
(Intercept),330.3603109344343,130.68378727706147,2.5279364626465908,0.011473511367247287,RS.glm.70,n ~ `Length Mm` + I(Julian^2) + Julian,2425.5164482918385,705.5474081162428,722,753.6422656567845,725,5,5.0962736446603e-42,186.54891928434472
`Length Mm`,0.003865820056685413,0.002350713182268058,1.6445307261839246,0.1000666228446663,RS.glm.70,n ~ `Length Mm` + I(Julian^2) + Julian,2425.5164482918385,705.5474081162428,722,753.6422656567845,725,5,5.0962736446603e-42,186.54891928434472
I(Julian^2),0.0054035703098480724,0.0022507826005994957,2.4007517689219884,0.01636143118569829,RS.glm.70,n ~ `Length Mm` + I(Julian^2) + Julian,2425.5164482918385,705.5474081162428,722,753.6422656567845,725,5,5.0962736446603e-42,186.54891928434472
Julian,-2.678272922351264,1.0841924600714377,-2.4702928870901686,0.013500246882886254,RS.glm.70,n ~ `Length Mm` + I(Julian^2) + Julian,2425.5164482918385,705.5474081162428,722,753.6422656567845,725,5,5.0962736446603e-42,186.54891928434472
(Intercept),331.3726396940946,130.61307429942028,2.5370556620882274,0.01117891783459817,RS.glm.63,n ~ `Length Mm` + SEX + I(Julian^2) + Julian,2426.9677378438428,705.4282439941398,721,754.1144111494754,725,6,2.4666595804758385e-42,188.00020883634897
`Length Mm`,0.004046789520308837,0.002355495032544317,1.718020825515241,0.08579281677032521,RS.glm.63,n ~ `Length Mm` + SEX + I(Julian^2) + Julian,2426.9677378438428,705.4282439941398,721,754.1144111494754,725,6,2.4666595804758385e-42,188.00020883634897
SEXM,-0.09158941724144627,0.12220513225195354,-0.7494727557973094,0.45357231346202376,RS.glm.63,n ~ `Length Mm` + SEX + I(Julian^2) + Julian,2426.9677378438428,705.4282439941398,721,754.1144111494754,725,6,2.4666595804758385e-42,188.00020883634897
I(Julian^2),0.0054059948431443355,0.002250150409299908,2.4025037707707324,0.01628326668326554,RS.glm.63,n ~ `Length Mm` + SEX + I(Julian^2) + Julian,2426.9677378438428,705.4282439941398,721,754.1144111494754,725,6,2.4666595804758385e-42,188.00020883634897
Julian,-2.683192534309814,1.0837400518869706,-2.4758635889094736,0.013291435034018044,RS.glm.63,n ~ `Length Mm` + SEX + I(Julian^2) + Julian,2426.9677378438428,705.4282439941398,721,754.1144111494754,725,6,2.4666595804758385e-42,188.00020883634897
(Intercept),331.5984251736401,131.48499989562356,2.521948704695381,0.011670672529039352,RS.glm.23,n ~ I(`Length Mm`^2) + `Length Mm` + I(Julian^2) + Julian,2427.4988881162067,705.5367065698365,721,753.6498016835469,725,6,1.8913478112755603e-42,188.53135910871288
I(`Length Mm`^2),7.748894733647645e-6,5.815719982782476e-5,0.1332405060179713,0.8940031772462691,RS.glm.23,n ~ I(`Length Mm`^2) + `Length Mm` + I(Julian^2) + Julian,2427.4988881162067,705.5367065698365,721,753.6498016835469,725,6,1.8913478112755603e-42,188.53135910871288
`Length Mm`,-0.002761997517165063,0.04974844413305974,-0.05551927432700574,0.9557247749389203,RS.glm.23,n ~ I(`Length Mm`^2) + `Length Mm` + I(Julian^2) + Julian,2427.4988881162067,705.5367065698365,721,753.6498016835469,725,6,1.8913478112755603e-42,188.53135910871288
I(Julian^2),0.0054011381242445415,0.0022520683699711608,2.3983011334214983,0.01647131778304698,RS.glm.23,n ~ I(`Length Mm`^2) + `Length Mm` + I(Julian^2) + Julian,2427.4988881162067,705.5367065698365,721,753.6498016835469,725,6,1.8913478112755603e-42,188.53135910871288
Julian,-2.6769647453243772,1.0847672767476808,-2.467777930534906,0.013595463347412698,RS.glm.23,n ~ I(`Length Mm`^2) + `Length Mm` + I(Julian^2) + Julian,2427.4988881162067,705.5367065698365,721,753.6498016835469,725,6,1.8913478112755603e-42,188.53135910871288
(Intercept),334.4864211057907,131.37511872744776,2.5460408663814027,0.010895243248173663,RS.glm.11,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + I(Julian^2) + Julian,2428.8681311675027,705.3922520748536,720,754.1843649367587,725,7,9.537708618988254e-43,189.90060216000893
I(`Length Mm`^2),1.895478232819712e-5,5.9997361187087144e-5,0.3159269333378055,0.7520579682640793,RS.glm.11,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + I(Julian^2) + Julian,2428.8681311675027,705.3922520748536,720,754.1843649367587,725,7,9.537708618988254e-43,189.90060216000893
`Length Mm`,-0.012148212886606129,0.051310652597888654,-0.23675810521860344,0.8128444547298486,RS.glm.11,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + I(Julian^2) + Julian,2428.8681311675027,705.3922520748536,720,754.1843649367587,725,7,9.537708618988254e-43,189.90060216000893
SEXM,-0.10099885504605009,0.12615484752366152,-0.8005943253754623,0.4233665369528538,RS.glm.11,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + I(Julian^2) + Julian,2428.8681311675027,705.3922520748536,720,754.1843649367587,725,7,9.537708618988254e-43,189.90060216000893
I(Julian^2),0.005399959154319069,0.0022509705885236783,2.3989470061715408,0.016442294089394845,RS.glm.11,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + I(Julian^2) + Julian,2428.8681311675027,705.3922520748536,720,754.1843649367587,725,7,9.537708618988254e-43,189.90060216000893
Julian,-2.6803371318419695,1.0841248953960358,-2.4723508732477084,0.013422770215800415,RS.glm.11,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + I(Julian^2) + Julian,2428.8681311675027,705.3922520748536,720,754.1843649367587,725,7,9.537708618988254e-43,189.90060216000893
(Intercept),15.97248460024647,3.094230487797374,5.162021595752705,2.4429709862417105e-7,RS.glm.124,n ~ `Length Mm` + Julian,2430.5130694112054,705.6110026223987,723,746.0705555928255,725,4,4.19034951980925e-43,191.54554040371158
`Length Mm`,0.004850751477247839,0.002335609530562435,2.0768674788202874,0.03781379206204067,RS.glm.124,n ~ `Length Mm` + Julian,2430.5130694112054,705.6110026223987,723,746.0705555928255,725,4,4.19034951980925e-43,191.54554040371158
Julian,-0.0727246320580616,0.013163038692456715,-5.524912123804481,3.296505647004826e-8,RS.glm.124,n ~ `Length Mm` + Julian,2430.5130694112054,705.6110026223987,723,746.0705555928255,725,4,4.19034951980925e-43,191.54554040371158
(Intercept),16.83787070993379,3.2994047506445994,5.103305590696079,3.3377137365377556e-7,RS.glm.121,n ~ `Length Mm` + SEX + Julian,2431.9546651179403,705.5863327118193,722,746.6502032829003,725,5,2.0380353797885372e-43,192.9871361104465
`Length Mm`,0.005024160443225354,0.002339889037086755,2.1471789318183276,0.03177903930847333,RS.glm.121,n ~ `Length Mm` + SEX + Julian,2431.9546651179403,705.5863327118193,722,746.6502032829003,725,5,2.0380353797885372e-43,192.9871361104465
SEXM,-0.09329774575279524,0.12248214055668778,-0.7617253040218931,0.44622396969421124,RS.glm.121,n ~ `Length Mm` + SEX + Julian,2431.9546651179403,705.5863327118193,722,746.6502032829003,725,5,2.0380353797885372e-43,192.9871361104465
Julian,-0.07643413136332966,0.013925016090737805,-5.488979751640622,4.042619580785977e-8,RS.glm.121,n ~ `Length Mm` + SEX + Julian,2431.9546651179403,705.5863327118193,722,746.6502032829003,725,5,2.0380353797885372e-43,192.9871361104465
(Intercept),17.546717772701687,10.704168052352482,1.6392416194218289,0.10116294918428007,RS.glm.98,n ~ I(`Length Mm`^2) + `Length Mm` + Julian,2432.4906478990883,705.5923988858152,722,746.0746998650293,725,5,1.5589225415336294e-43,193.52311889159455
I(`Length Mm`^2),8.850014168403284e-6,5.824508179830219e-5,0.1519444027746435,0.8792307865044031,RS.glm.98,n ~ I(`Length Mm`^2) + `Length Mm` + Julian,2432.4906478990883,705.5923988858152,722,746.0746998650293,725,5,1.5589225415336294e-43,193.52311889159455
`Length Mm`,-0.002717594458210743,0.04982644974518323,-0.054541201954158,0.9565039830113938,RS.glm.98,n ~ I(`Length Mm`^2) + `Length Mm` + Julian,2432.4906478990883,705.5923988858152,722,746.0746998650293,725,5,1.5589225415336294e-43,193.52311889159455
Julian,-0.07256723155058731,0.013242387743376095,-5.479920461239008,4.2551708313466415e-8,RS.glm.98,n ~ I(`Length Mm`^2) + `Length Mm` + Julian,2432.4906478990883,705.5923988858152,722,746.0746998650293,725,5,1.5589225415336294e-43,193.52311889159455
(Intercept),20.56377956483288,11.36345886560034,1.8096408679828915,0.07035149795083495,RS.glm.92,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Julian,2433.8416508476535,705.5432161048183,721,746.726153773182,725,6,7.933374831369801e-44,194.87412184015966
I(`Length Mm`^2),2.040995298773582e-5,6.0117276483428404e-5,0.3395022892190054,0.7342313728372932,RS.glm.92,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Julian,2433.8416508476535,705.5432161048183,721,746.726153773182,725,6,7.933374831369801e-44,194.87412184015966
`Length Mm`,-0.012412546676260062,0.05141760462187215,-0.24140655263003016,0.8092400346499244,RS.glm.92,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Julian,2433.8416508476535,705.5432161048183,721,746.726153773182,725,6,7.933374831369801e-44,194.87412184015966
SEXM,-0.10348122565561839,0.12651866819271365,-0.8179127012149341,0.4134070372950982,RS.glm.92,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Julian,2433.8416508476535,705.5432161048183,721,746.726153773182,725,6,7.933374831369801e-44,194.87412184015966
Julian,-0.07647733327092804,0.01393123363642419,-5.489631088446659,4.027740972354613e-8,RS.glm.92,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Julian,2433.8416508476535,705.5432161048183,721,746.726153773182,725,6,7.933374831369801e-44,194.87412184015966
(Intercept),225.41707957773525,100.03042465025787,2.2534851807924836,0.02422857407425521,RS.glm.19,n ~ Distance + I(Julian^2) + Julian + origin,2450.656361080528,781.0134117103556,788,1052.6218272515562,792,6,1.770883696200774e-47,211.68883207303406
Distance,-0.001857641581522788,1.7477285618554893e-4,-10.62889067596749,2.186982881993215e-26,RS.glm.19,n ~ Distance + I(Julian^2) + Julian + origin,2450.656361080528,781.0134117103556,788,1052.6218272515562,792,6,1.770883696200774e-47,211.68883207303406
I(Julian^2),0.0037179539598806346,0.0017204000269791274,2.1610985245152765,0.03068772953742512,RS.glm.19,n ~ Distance + I(Julian^2) + Julian + origin,2450.656361080528,781.0134117103556,788,1052.6218272515562,792,6,1.770883696200774e-47,211.68883207303406
Julian,-1.8254319852253782,0.8297917520934808,-2.1998675940318733,0.0278162904909398,RS.glm.19,n ~ Distance + I(Julian^2) + Julian + origin,2450.656361080528,781.0134117103556,788,1052.6218272515562,792,6,1.770883696200774e-47,211.68883207303406
originHatchery,-0.6120872942931254,0.1035699229506408,-5.9098942709924875,3.4232738018037532e-9,RS.glm.19,n ~ Distance + I(Julian^2) + Julian + origin,2450.656361080528,781.0134117103556,788,1052.6218272515562,792,6,1.770883696200774e-47,211.68883207303406
(Intercept),225.42438383832538,100.0304120213457,2.2535584856955464,0.024223957486648948,RS.glm.9,n ~ SEX + Distance + I(Julian^2) + Julian + origin,2452.6563541914093,781.0121327279514,787,1052.619936424363,792,7,6.514739485747407e-48,213.68882518391547
SEXM,-2.7846073178639625e-4,0.10698170201403016,-0.002602881862450435,0.997923203093405,RS.glm.9,n ~ SEX + Distance + I(Julian^2) + Julian + origin,2452.6563541914093,781.0121327279514,787,1052.619936424363,792,7,6.514739485747407e-48,213.68882518391547
Distance,-0.001857663006508735,1.752449095489309e-4,-10.600382124024257,2.9676515590445274e-26,RS.glm.9,n ~ SEX + Distance + I(Julian^2) + Julian + origin,2452.6563541914093,781.0121327279514,787,1052.619936424363,792,7,6.514739485747407e-48,213.68882518391547
I(Julian^2),0.00371803466580002,0.0017205043391497294,2.161014407924985,0.030694226468606606,RS.glm.9,n ~ SEX + Distance + I(Julian^2) + Julian + origin,2452.6563541914093,781.0121327279514,787,1052.619936424363,792,7,6.514739485747407e-48,213.68882518391547
Julian,-1.8254812101943367,0.829807355091279,-2.1998855505366466,0.027815016145567886,RS.glm.9,n ~ SEX + Distance + I(Julian^2) + Julian + origin,2452.6563541914093,781.0121327279514,787,1052.619936424363,792,7,6.514739485747407e-48,213.68882518391547
originHatchery,-0.6120499488308913,0.10547593652116895,-5.802744863119118,6.523802153735167e-9,RS.glm.9,n ~ SEX + Distance + I(Julian^2) + Julian + origin,2452.6563541914093,781.0121327279514,787,1052.619936424363,792,7,6.514739485747407e-48,213.68882518391547
(Intercept),9.719689033821869,2.593472179966795,3.7477514156123752,1.7842695556876726e-4,RS.glm.97,n ~ Distance + Julian + origin,2453.505188776212,776.7076267865193,789,1039.119548710035,792,5,4.261622390150818e-48,214.53765976871819
Distance,-0.0018565807165989074,1.757113071716476e-4,-10.56608562353511,4.279875890846246e-26,RS.glm.97,n ~ Distance + Julian + origin,2453.505188776212,776.7076267865193,789,1039.119548710035,792,5,4.261622390150818e-48,214.53765976871819
Julian,-0.0339441588703763,0.010772628173550585,-3.1509635646496594,0.0016273278931626417,RS.glm.97,n ~ Distance + Julian + origin,2453.505188776212,776.7076267865193,789,1039.119548710035,792,5,4.261622390150818e-48,214.53765976871819
originHatchery,-0.6398702184845737,0.10411256915207444,-6.145945909277605,7.948837049610852e-10,RS.glm.97,n ~ Distance + Julian + origin,2453.505188776212,776.7076267865193,789,1039.119548710035,792,5,4.261622390150818e-48,214.53765976871819
(Intercept),9.685895392668181,2.7924159556238863,3.468643478118267,5.230931248436562e-4,RS.glm.91,n ~ SEX + Distance + Julian + origin,2455.5040456333086,776.722576490009,788,1039.1431010101912,792,6,1.568659608234923e-48,216.53651662581478
SEXM,0.00361992114564063,0.10764841249452801,0.033627259908032905,0.973174384293858,RS.glm.91,n ~ SEX + Distance + Julian + origin,2455.5040456333086,776.722576490009,788,1039.1431010101912,792,6,1.568659608234923e-48,216.53651662581478
Distance,-0.0018563071800708803,1.761474560476288e-4,-10.53837064538105,5.748621323437013e-26,RS.glm.91,n ~ SEX + Distance + Julian + origin,2455.5040456333086,776.722576490009,788,1039.1431010101912,792,6,1.568659608234923e-48,216.53651662581478
Julian,-0.03381097750346389,0.011522655037397469,-2.934304411069179,0.0033429616915151756,RS.glm.91,n ~ SEX + Distance + Julian + origin,2455.5040456333086,776.722576490009,788,1039.1431010101912,792,6,1.568659608234923e-48,216.53651662581478
originHatchery,-0.6403485933220595,0.10604472936709776,-6.0384763782587285,1.555761965799252e-9,RS.glm.91,n ~ SEX + Distance + Julian + origin,2455.5040456333086,776.722576490009,788,1039.1431010101912,792,6,1.568659608234923e-48,216.53651662581478
(Intercept),1.5735951249787545,0.09301185242972429,16.918221537063726,3.302532618069433e-64,RS.glm.28,n ~ Distance + origin,2462.501984207222,771.1958170546167,790,1015.2931964763297,792,4,4.741826509409186e-50,223.5344551997282
Distance,-0.0019502994760513253,1.7554256153548117e-4,-11.110123146158632,1.120049455160697e-28,RS.glm.28,n ~ Distance + origin,2462.501984207222,771.1958170546167,790,1015.2931964763297,792,4,4.741826509409186e-50,223.5344551997282
originHatchery,-0.7062925197771969,0.10393210356935147,-6.795710810432162,1.0777978596054413e-11,RS.glm.28,n ~ Distance + origin,2462.501984207222,771.1958170546167,790,1015.2931964763297,792,4,4.741826509409186e-50,223.5344551997282
(Intercept),1.5110631415711198,0.10444119760373777,14.468075589330866,1.9279096816737526e-47,RS.glm.16,n ~ SEX + Distance + origin,2463.0201697156403,772.5053896631252,789,1019.2753924105413,792,5,3.6595114204106906e-50,224.05264070814655
SEXM,0.12285330971545877,0.10169975642886739,1.2080000388337897,0.2270472474095397,RS.glm.16,n ~ SEX + Distance + origin,2463.0201697156403,772.5053896631252,789,1019.2753924105413,792,5,3.6595114204106906e-50,224.05264070814655
Distance,-0.0019287796495475243,1.7610809568475077e-4,-10.952248629161332,6.481822753484404e-28,RS.glm.16,n ~ SEX + Distance + origin,2463.0201697156403,772.5053896631252,789,1019.2753924105413,792,5,3.6595114204106906e-50,224.05264070814655
originHatchery,-0.7131281094795604,0.10463660175838577,-6.815283538414501,9.407802923678602e-12,RS.glm.16,n ~ SEX + Distance + origin,2463.0201697156403,772.5053896631252,789,1019.2753924105413,792,5,3.6595114204106906e-50,224.05264070814655
(Intercept),-0.784745143316197,1.010918072104482,-0.7762697739516629,0.43758971594870627,RS.glm.68,n ~ `Length Mm` + SEX,2464.6391321241244,697.5039111368798,723,701.8685034632693,725,4,1.6288079733135943e-50,225.67160311663065
`Length Mm`,0.002708722894815713,0.002344954611531888,1.155128070067926,0.248037984891265,RS.glm.68,n ~ `Length Mm` + SEX,2464.6391321241244,697.5039111368798,723,701.8685034632693,725,4,1.6288079733135943e-50,225.67160311663065
SEXM,0.1983346181138036,0.11924435940008028,1.6632620537493539,0.09625999097206567,RS.glm.68,n ~ `Length Mm` + SEX,2464.6391321241244,697.5039111368798,723,701.8685034632693,725,4,1.6288079733135943e-50,225.67160311663065
(Intercept),-0.7683980440742736,1.0113251926732094,-0.7597932392479883,0.4473781847519407,RS.glm.72,n ~ `Length Mm`,2465.416122579077,696.9628682298642,724,698.5306691357137,725,3,1.1044563413198017e-50,226.4485935715834
`Length Mm`,0.0028829540378050777,0.002357310424509527,1.2229844690076908,0.22133556240227642,RS.glm.72,n ~ `Length Mm`,2465.416122579077,696.9628682298642,724,698.5306691357137,725,3,1.1044563413198017e-50,226.4485935715834
(Intercept),2.3496215264693676,11.333457661721416,0.20731727215121465,0.8357620859409365,RS.glm.20,n ~ I(`Length Mm`^2) + `Length Mm` + SEX,2466.5657507855576,697.5029546592086,722,701.9415733390437,725,5,6.215985030531619e-51,227.59822177806382
I(`Length Mm`^2),1.722553471766494e-5,6.202883626881415e-5,0.27770204559399925,0.7812410901835332,RS.glm.20,n ~ I(`Length Mm`^2) + `Length Mm` + SEX,2466.5657507855576,697.5029546592086,722,701.9415733390437,725,5,6.215985030531619e-51,227.59822177806382
`Length Mm`,-0.012004309082403528,0.05303362194502377,-0.2263528049215185,0.8209270315402739,RS.glm.20,n ~ I(`Length Mm`^2) + `Length Mm` + SEX,2466.5657507855576,697.5029546592086,722,701.9415733390437,725,5,6.215985030531619e-51,227.59822177806382
SEXM,0.18989871552445856,0.12377588903736882,1.5342141106910312,0.12497698733674645,RS.glm.20,n ~ I(`Length Mm`^2) + `Length Mm` + SEX,2466.5657507855576,697.5029546592086,722,701.9415733390437,725,5,6.215985030531619e-51,227.59822177806382
(Intercept),6.847153946920998,10.903774842071268,0.6279617881049643,0.5300289725007226,RS.glm.34,n ~ I(`Length Mm`^2) + `Length Mm`,2466.9535507292135,697.0376926779609,723,699.0699799640483,725,4,5.120357357583974e-51,227.98602172171968
I(`Length Mm`^2),4.1849211171824864e-5,5.983719064644378e-5,0.6993846255098547,0.4843116934161355,RS.glm.34,n ~ I(`Length Mm`^2) + `Length Mm`,2466.9535507292135,697.0376926779609,723,699.0699799640483,725,4,5.120357357583974e-51,227.98602172171968
`Length Mm`,-0.032885634323963846,0.051121696497396694,-0.6432813575668113,0.5200415506298921,RS.glm.34,n ~ I(`Length Mm`^2) + `Length Mm`,2466.9535507292135,697.0376926779609,723,699.0699799640483,725,4,5.120357357583974e-51,227.98602172171968
(Intercept),285.5233261934292,102.77015861892558,2.778270755153324,0.005464906003454201,RS.glm.25,n ~ Distance + I(Julian^2) + Julian,2481.816551746592,777.4734627777517,789,999.7300934795708,792,5,3.032777915509405e-54,242.84902273909802
Distance,-0.0021169746960217136,1.7405081573698415e-4,-12.162969113691299,4.8946753910940035e-34,RS.glm.25,n ~ Distance + I(Julian^2) + Julian,2481.816551746592,777.4734627777517,789,999.7300934795708,792,5,3.032777915509405e-54,242.84902273909802
I(Julian^2),0.004715197090335227,0.001767462611599951,2.667777558285611,0.007635479195471848,RS.glm.25,n ~ Distance + I(Julian^2) + Julian,2481.816551746592,777.4734627777517,789,999.7300934795708,792,5,3.032777915509405e-54,242.84902273909802
Julian,-2.315852978193513,0.8525009349984437,-2.71654010349882,0.006596820258833132,RS.glm.25,n ~ Distance + I(Julian^2) + Julian,2481.816551746592,777.4734627777517,789,999.7300934795708,792,5,3.032777915509405e-54,242.84902273909802
(Intercept),286.6079042797798,102.67531209110226,2.7914003711571573,0.005248051132442643,RS.glm.13,n ~ SEX + Distance + I(Julian^2) + Julian,2483.24442223274,777.5121056960297,788,1000.5838035559964,792,6,1.485191559509133e-54,244.2768932252461
SEXM,-0.0816607069824056,0.10720966366301271,-0.7616916627878435,0.44624405244463866,RS.glm.13,n ~ SEX + Distance + I(Julian^2) + Julian,2483.24442223274,777.5121056960297,788,1000.5838035559964,792,6,1.485191559509133e-54,244.2768932252461
Distance,-0.0021183730960703685,1.7426800290558665e-4,-12.155835039998946,5.3413213258459525e-34,RS.glm.13,n ~ SEX + Distance + I(Julian^2) + Julian,2483.24442223274,777.5121056960297,788,1000.5838035559964,792,6,1.485191559509133e-54,244.2768932252461
I(Julian^2),0.004721087235501374,0.0017661366111021443,2.673115548267365,0.007515036030344935,RS.glm.13,n ~ SEX + Distance + I(Julian^2) + Julian,2483.24442223274,777.5121056960297,788,1000.5838035559964,792,6,1.485191559509133e-54,244.2768932252461
Julian,-2.3216045503707057,0.8517827267796615,-2.7255830358852258,0.006418802873711331,RS.glm.13,n ~ SEX + Distance + I(Julian^2) + Julian,2483.24442223274,777.5121056960297,788,1000.5838035559964,792,6,1.485191559509133e-54,244.2768932252461
(Intercept),399.75488238985645,104.91406045576278,3.810307985919713,1.387937762362732e-4,RS.glm.48,n ~ Intertidal + I(Julian^2) + Julian + origin,2484.9372965402886,777.7213088862163,788,998.5115162259277,792,6,6.3705875313873914e-55,245.96976753279478
IntertidalUpstream,-0.9096232921231353,0.10621320640634525,-8.56412609033893,1.0889861754953026e-17,RS.glm.48,n ~ Intertidal + I(Julian^2) + Julian + origin,2484.9372965402886,777.7213088862163,788,998.5115162259277,792,6,6.3705875313873914e-55,245.96976753279478
I(Julian^2),0.006677236314907985,0.0018057250035609217,3.6978146183612433,2.1746360595676918e-4,RS.glm.48,n ~ Intertidal + I(Julian^2) + Julian + origin,2484.9372965402886,777.7213088862163,788,998.5115162259277,792,6,6.3705875313873914e-55,245.96976753279478
Julian,-3.2635442203223293,0.8705959272912439,-3.748632537802538,1.778013693798182e-4,RS.glm.48,n ~ Intertidal + I(Julian^2) + Julian + origin,2484.9372965402886,777.7213088862163,788,998.5115162259277,792,6,6.3705875313873914e-55,245.96976753279478
originHatchery,-0.7118796793769939,0.10571707262135983,-6.733819445858933,1.652662406335424e-11,RS.glm.48,n ~ Intertidal + I(Julian^2) + Julian + origin,2484.9372965402886,777.7213088862163,788,998.5115162259277,792,6,6.3705875313873914e-55,245.96976753279478
(Intercept),399.7417574292637,104.91888809358294,3.810007565775116,1.3896253914375865e-4,RS.glm.42,n ~ SEX + Intertidal + I(Julian^2) + Julian + origin,2486.9372872140357,777.7233098498501,787,998.5143205610133,792,7,2.343619109547322e-55,247.96975820654188
SEXM,3.3315796186941116e-4,0.10912776924864616,0.0030529164498022056,0.9975641288831234,RS.glm.42,n ~ SEX + Intertidal + I(Julian^2) + Julian + origin,2486.9372872140357,777.7233098498501,787,998.5143205610133,792,7,2.343619109547322e-55,247.96975820654188
IntertidalUpstream,-0.9096061695218451,0.10649927826681019,-8.540960880908786,1.3311027523570678e-17,RS.glm.42,n ~ SEX + Intertidal + I(Julian^2) + Julian + origin,2486.9372872140357,777.7233098498501,787,998.5143205610133,792,7,2.343619109547322e-55,247.96975820654188
I(Julian^2),0.006677066706189809,0.0018057244175781852,3.6977218900019118,2.175430373167105e-4,RS.glm.42,n ~ SEX + Intertidal + I(Julian^2) + Julian + origin,2486.9372872140357,777.7233098498501,787,998.5143205610133,792,7,2.343619109547322e-55,247.96975820654188
Julian,-3.26344951187246,0.870604489870583,-3.7484868845066233,1.7790463898515195e-4,RS.glm.42,n ~ SEX + Intertidal + I(Julian^2) + Julian + origin,2486.9372872140357,777.7233098498501,787,998.5143205610133,792,7,2.343619109547322e-55,247.96975820654188
originHatchery,-0.7119235138546679,0.10749320655908753,-6.622962851734573,3.5206952412958694e-11,RS.glm.42,n ~ SEX + Intertidal + I(Julian^2) + Julian + origin,2486.9372872140357,777.7233098498501,787,998.5143205610133,792,7,2.343619109547322e-55,247.96975820654188
(Intercept),12.066186836944016,2.6415339697899287,4.5678711593111165,4.92702717807944e-6,RS.glm.100,n ~ Distance + Julian,2487.3727016040903,773.2788482317388,790,983.4748149442311,792,4,1.8851156419949696e-55,248.40517259659646
Distance,-0.002135156691231446,1.7544194791783527e-4,-12.170160651837973,4.481995103518524e-34,RS.glm.100,n ~ Distance + Julian,2487.3727016040903,773.2788482317388,790,983.4748149442311,792,4,1.8851156419949696e-55,248.40517259659646
Julian,-0.04426465634095357,0.010951330817661501,-4.041943128004752,5.301009108733918e-5,RS.glm.100,n ~ Distance + Julian,2487.3727016040903,773.2788482317388,790,983.4748149442311,792,4,1.8851156419949696e-55,248.40517259659646
